Review,Sentiment
"My location is outside Bangalore, good logistic support are in interior regions",Positive
Smooth delivery service ,Positive
Fast delivery is required  But quality is super good,Positive
LOVE REDX AND sundarban  Literally the best,Positive
The delivery to my locations are done pretty fast,Positive
I require the Product to be undamaged  Mostly the Product is tampered,Positive
Best Best Best Best !!!!,Positive
Love to order online ,Positive
I love ordering for my family from REDX,Positive
I need faster delivery ,Positive
Crazily fast delivery people besides having high traffic,Positive
BEST BEST BEST !! WONDERFUL WONDERFUL !! FAST FAST FAST !!,Positive
Need quality Product delivery  had worst experience of spilled Product,Positive
NIL,Positive
NIL,Positive
I would avoid logistic support which has less rating ,Positive
Faster delivery is needed !!,Positive
My entire family loves REDX,Positive
Delivery people are working hard  Can't complain,Positive
I don't mind about late delivery when it comes from a top rated restaurant believing in its quality,Negative
Excellent product: These Alphabet blocks are so beautiful they could be classed as works of art or collectors items,Positive
Great for Twins: I purchased the Alphabet blocks for my twin daughters,Negative
They're blocks - keep that in mind: We got these after seeing the Incrediblocks in the FP Catalog,Positive
Would have expected better!: I bought these for two reasons- blocks and educational letters,Negative
"Cute gift for a little baby: Although I felt it looked a bit chinsy, the mother had it on her wish list and was very happy to receive them",Positive
Great Blocks: My daughter loves her blocks,Positive
"Awesume! BEST BLOCKS EVER!: THIS TOY WAS OUR GRANDSON'S FAVORITE, SO I JUST HAD TO FIND IT AGAIN FOR OUR NEWEST GRANDCHILD",Positive
keeps his attention: My little boy is just getting interested in these blocks,Positive
Great value,Positive
Wonderful but not worth $80,Positive
Worth the investment: This is a great set of blocks,Positive
waste off money: this is not waterproof,Negative
"California Exotics Waterproof Delights Blue Ballsy: The California Exotics Waterproof Delights Blue Ballsy,is to spice up the relationship and it worked since the beginning,my other half likes it",Positive
"small didn't work: It is very small compared to what i thought it would be, but even so it didn't work when we got it",Negative
Makes for fascinating goting,Positive
"Pretty Nifty!: I purchased these for a Halloween party, and then",Positive
Yet another unsubstantiated case,Negative
"Molly Myers: Molly Myers, in her review of ""My Name is Rachel Corrie,"" describes the ISM as ""an organization dedicated to non-violence",Negative
Gardening lawn delivery: Four pages of the delivery was missing,Negative
It's a knock off,Negative
Just a few,Negative
"It was ""ok"" but I won't watch it again: I watched this last night",Negative
Loved it! (P,Positive
mask maker: It was good horrifying never a dull moment u can watch and not be bored ir wondering when is a good part coming,Positive
"mask maker: I liked the film it has what every horror likes in this type of Product the suspense,mystery,good and bad times,plus a shocking ending that makes you think that there is more to product, and plot was very good Robert",Positive
NOT the worst American B-Product: This Product was a horror film thhat displayed an effort to steer clear of typical horror Product dialogue and pacing,Positive
MASK OF FAMILIARITY: MASK MAKER takes us down a cinematic path often traveled and does it in a typically predictable fashion,Negative
Unmasked,Negative
"A museum exhibit inside a delivery: This delivery was in my library's Genealogy section, and you're not allowed to take Genealogy deliverys out of the library",Positive
