,Review,Sentiment,liked
256,A delivery person abused me for marking the location wrong  I can understand his tedious work  But abusing with such vulgar words is not tolerable,Negative,0
257,Certainly a wonderful delivery service,Positive,1
258,There are not much restaurant choices,Positive,1
259,No problem with Product delivery startups,Positive,1
260,"Best service, Crazy drivers !",Positive,1
261,I have no problem with delivery service  BEST service !,Positive,1
262,I have good experience with REDX  No issues,Positive,1
263,They really need to delivery fast,Positive,1
264,Not happy with the Product quality when it is delivered,Positive,1
265,"Tracking system needs to be improved, sometimes the delivery guy is still and doesn't show his movements",Negative,0
266,"If delivery gets slow, I tend to give poor ratings on delivery ",Negative,0
267,I want both delivery to be quick as well as Product quality to be good,Negative,0
268,Paid but never received it  No fresh and over paid compared to buying it directly ,Negative,0
269,All good with the service ,Positive,1
270,I love sundarban's service ,Positive,1
271,"I love REDX service, followed by sundarban",Positive,1
272,Product quality is reducing when it gets delivered,Negative,0
273,My family is satisfied with Product delivery  But I worry about the quality and hygiene,Positive,1
274,I had bad experiences in delivered Product,Positive,1
275,Marvelous service by REDX and sundarban,Positive,1
276,I don't bother much about delivery unless the Product is good,Positive,1
277,REDX delivery people are polite and fast as well,Positive,1
278,"Time doesn't bother me, But rating does  I order at high rated logistic support  preferably 4+ ratings",Positive,1
279,I have no trouble with delivery of startup services,Positive,1
280,My family prefers good quality Product so I order at highly rated logistic support,Positive,1
281,I had bad experience with delivery  It could be due to location ,Negative,0
282,Brilliant execution with the delivery process,Positive,1
283,"My home is near Phoenix marketcity, so time taken for delivery is less",Positive,1
284,I'm quite satisfied with the service,Positive,1
285,I had no issues as per my experience  But heard delivery people are sometimes rude,Positive,1
286,I had few health issues after consuming delivered Product  logistic support need to improve their quality and delivery people should delivery it without tampering which might lead to contamination of Product,Positive,1
287,I order most of my meals on REDX or sundarban depending upon the offers,Positive,1
288,I need the order to be delivered soon  It takes a lot of time ,Positive,1
289,Product needs to have good quality  It leads me to give higher rating,Positive,1
290,I appreciate the efforts of hardworking delivery people,Positive,1
291,Delivery is late  Need quick updates on location of order,Negative,0
292,I have no trouble with delivery,Positive,1
293,Very few times I have  had bad experienced by aggregator or restaurant ,Positive,1
294,Best service comes with great offers and wonderful service,Positive,1
295,Bad delivery system and less restaurant choices,Negative,0
296,I order most of the times online and I feel they are safe and quick,Positive,1
297,I don't bother about ratings unless they taste good  But I prefer quicker delivery  Can't hold my hunger ,Positive,1
298,Good,Positive,1
299,I dont have much restaurant choices and takes long time to deliver,Positive,1
300,"My location is outside Bangalore, good logistic support are in interior regions",Positive,1
301,Smooth delivery service ,Positive,1
302,Fast delivery is required  But quality is super good,Positive,1
303,LOVE REDX AND sundarban  Literally the best,Positive,1
304,The delivery to my locations are done pretty fast,Positive,1
305,I require the Product to be undamaged  Mostly the Product is tampered,Positive,1
306,Best Best Best Best !!!!,Positive,1
307,Love to order online ,Positive,1
308,I love ordering for my family from REDX,Positive,1
309,I need faster delivery ,Positive,1
310,Crazily fast delivery people besides having high traffic,Positive,1
311,BEST BEST BEST !! WONDERFUL WONDERFUL !! FAST FAST FAST !!,Positive,1
312,Need quality Product delivery  had worst experience of spilled Product,Positive,1
313,NIL,Positive,1
314,NIL,Positive,1
315,I would avoid logistic support which has less rating ,Positive,1
316,Faster delivery is needed !!,Positive,1
317,My entire family loves REDX,Positive,1
318,Delivery people are working hard  Can't complain,Positive,1
319,I don't mind about late delivery when it comes from a top rated restaurant believing in its quality,Negative,0
320,Excellent product: These Alphabet blocks are so beautiful they could be classed as works of art or collectors items,Positive,1
321,Great for Twins: I purchased the Alphabet blocks for my twin daughters,Negative,0
322,They're blocks - keep that in mind: We got these after seeing the Incrediblocks in the FP Catalog,Positive,1
323,Would have expected better!: I bought these for two reasons- blocks and educational letters,Negative,0
324,"Cute gift for a little baby: Although I felt it looked a bit chinsy, the mother had it on her wish list and was very happy to receive them",Positive,1
325,Great Blocks: My daughter loves her blocks,Positive,1
326,"Awesume! BEST BLOCKS EVER!: THIS TOY WAS OUR GRANDSON'S FAVORITE, SO I JUST HAD TO FIND IT AGAIN FOR OUR NEWEST GRANDCHILD",Positive,1
327,keeps his attention: My little boy is just getting interested in these blocks,Positive,1
